"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"DLG","Dillingham, AK","AKN","King Salmon, AK",
"DLG","Dillingham, AK","KLL","Levelock, AK",
"DLG","Dillingham, AK","TOG","Togiak, AK",
"DLG","Dillingham, AK","KMO","Manokotak, AK",
"DLG","Dillingham, AK","KEK","Ekwok, AK",
"DLG","Dillingham, AK","KNW","New Stuyahok, AK",
"DLG","Dillingham, AK","TWA","Twin Hills, AK",
"DLG","Dillingham, AK","AKN","King Salmon, AK",
"DLG","Dillingham, AK","KLL","Levelock, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","KWN","Quinhagak, AK",
"DLG","Dillingham, AK","TOG","Togiak, AK",
"DLG","Dillingham, AK","MOU","Mountain Village, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","NNL","Nondalton, AK",
"DLG","Dillingham, AK","AKN","King Salmon, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLG","Dillingham, AK","ANC","Anchorage, AK",
"DLH","Duluth, MN","MSP","Minneapolis, MN",
"DLH","Duluth, MN","MSP","Minneapolis, MN",
"DLH","Duluth, MN","IFP","Bullhead City, AZ",
"DLH","Duluth, MN","MSP","Minneapolis, MN",
"DLH","Duluth, MN","ORD","Chicago, IL",
"DLH","Duluth, MN","INL","International Falls, MN",
"DLS","The Dalles, OR","LMT","Klamath Falls, OR",
"DOF","Dora Bay, AK","WFB","Ketchikan, AK",
"DOF","Dora Bay, AK","HYG","Hydaburg, AK",
"DOV","Dover, DE","ANC","Anchorage, AK",
"DOV","Dover, DE","ANC","Anchorage, AK",
"DOV","Dover, DE","DOV","Dover, DE",
"DPA","Chicago, IL","SUS","St. Louis, MO",
"DPA","Chicago, IL","HPN","White Plains, NY",
"DPA","Chicago, IL","YIP","Detroit, MI",
"DQG","Springfield, TN","MQY","Smyrna, TN",
"DQG","Springfield, TN","LAF","Lafayette, IN",
"DQG","Springfield, TN","MHE","Mitchell, SD",
"DQL","Anchorage, AK","GKN","Gulkana, AK",
"DQP","Georgetown, KY","YIP","Detroit, MI",
"DQQ","Cozad, NE","SDX","Sedona, AZ",
"DQS","Whitmore, AZ","BLD","Boulder City, NV",
"DRG","Deering, AK","OTZ","Kotzebue, AK",
"DRG","Deering, AK","OME","Nome, AK",
"DRG","Deering, AK","BKC","Buckland, AK",
"DRG","Deering, AK","BKC","Buckland, AK",
"DRG","Deering, AK","OTZ","Kotzebue, AK",
"DRG","Deering, AK","OME","Nome, AK",
"DRG","Deering, AK","BKC","Buckland, AK",
"DRG","Deering, AK","OTZ","Kotzebue, AK",
"DRO","Durango, CO","ABQ","Albuquerque, NM",
"DRO","Durango, CO","ABQ","Albuquerque, NM",
"DRO","Durango, CO","DEN","Denver, CO",
"DRO","Durango, CO","DEN","Denver, CO",
"DRO","Durango, CO","SLC","Salt Lake City, UT",
"DRO","Durango, CO","COS","Colorado Springs, CO",
"DRO","Durango, CO","DFW","Dallas/Fort Worth, TX",
"DRO","Durango, CO","PHX","Phoenix, AZ",
"DRT","Del Rio, TX","DFW","Dallas/Fort Worth, TX",
"DRT","Del Rio, TX","DFW","Dallas/Fort Worth, TX",
"DRT","Del Rio, TX","YIP","Detroit, MI",
"DRT","Del Rio, TX","SHV","Shreveport, LA",
"DRT","Del Rio, TX","SAT","San Antonio, TX",
"DRT","Del Rio, TX","PTK","Pontiac, MI",
"DRT","Del Rio, TX","MGM","Montgomery, AL",
"DSI","Destin, FL","MQY","Smyrna, TN",
"DSI","Destin, FL","MEM","Memphis, TN",
"DSM","Des Moines, IA","DTW","Detroit, MI",
"DSM","Des Moines, IA","MSP","Minneapolis, MN",
"DSM","Des Moines, IA","ATL","Atlanta, GA",
"DSM","Des Moines, IA","DTW","Detroit, MI",
"DSM","Des Moines, IA","MSP","Minneapolis, MN",
"DSM","Des Moines, IA","ORD","Chicago, IL",
"DSM","Des Moines, IA","MSP","Minneapolis, MN",
"DSM","Des Moines, IA","ONT","Ontario, CA",
"DSM","Des Moines, IA","SLC","Salt Lake City, UT",
"DSM","Des Moines, IA","CID","Cedar Rapids/Iowa City, IA",
"DSM","Des Moines, IA","OAK","Oakland, CA",
"DSM","Des Moines, IA","CID","Cedar Rapids/Iowa City, IA",
"DSM","Des Moines, IA","ORD","Chicago, IL",
"DSM","Des Moines, IA","DEN","Denver, CO",
"DSM","Des Moines, IA","DEN","Denver, CO",
"DSM","Des Moines, IA","STL","St. Louis, MO",
"DSM","Des Moines, IA","DEN","Denver, CO",
"DSM","Des Moines, IA","ORD","Chicago, IL",
"DSM","Des Moines, IA","ORD","Chicago, IL",
"DSM","Des Moines, IA","DFW","Dallas/Fort Worth, TX",
"DSM","Des Moines, IA","CLT","Charlotte, NC",
"DSM","Des Moines, IA","DEN","Denver, CO",
"DSM","Des Moines, IA","LBB","Lubbock, TX",
"DSM","Des Moines, IA","OKC","Oklahoma City, OK",
"DSM","Des Moines, IA","IFP","Bullhead City, AZ",
"DSM","Des Moines, IA","FSD","Sioux Falls, SD",
"DSM","Des Moines, IA","ORD","Chicago, IL",
"DSM","Des Moines, IA","CLT","Charlotte, NC",
"DSM","Des Moines, IA","IAH","Houston, TX",
"DSM","Des Moines, IA","PHX","Phoenix, AZ",
"DSM","Des Moines, IA","DEN","Denver, CO",
"DSM","Des Moines, IA","DEN","Denver, CO",
"DSM","Des Moines, IA","CID","Cedar Rapids/Iowa City, IA",
"DSM","Des Moines, IA","MEM","Memphis, TN",
"DSM","Des Moines, IA","MEM","Memphis, TN",
"DSM","Des Moines, IA","IND","Indianapolis, IN",
"DSM","Des Moines, IA","GRR","Grand Rapids, MI",
"DSM","Des Moines, IA","LAS","Las Vegas, NV",
"DSM","Des Moines, IA","PGD","Punta Gorda, FL",
"DSM","Des Moines, IA","SFB","Sanford, FL",
"DSM","Des Moines, IA","PIE","St. Petersburg, FL",
"DSM","Des Moines, IA","VPS","Valparaiso, FL",
"DSM","Des Moines, IA","LAS","Las Vegas, NV",
"DSM","Des Moines, IA","PGD","Punta Gorda, FL",
"DSM","Des Moines, IA","AZA","Phoenix, AZ",
"DSM","Des Moines, IA","SFB","Sanford, FL",
"DSM","Des Moines, IA","BNA","Nashville, TN",
"DSM","Des Moines, IA","SRQ","Sarasota/Bradenton, FL",
"DSM","Des Moines, IA","OKC","Oklahoma City, OK",
"DSM","Des Moines, IA","ORD","Chicago, IL",
"DSM","Des Moines, IA","DEN","Denver, CO",
"DSM","Des Moines, IA","COS","Colorado Springs, CO",
"DSM","Des Moines, IA","ORD","Chicago, IL",
"DSM","Des Moines, IA","DEN","Denver, CO",
"DSM","Des Moines, IA","ORD","Chicago, IL",
"DSM","Des Moines, IA","DEN","Denver, CO",
"DSM","Des Moines, IA","MKE","Milwaukee, WI",
"DSM","Des Moines, IA","DFW","Dallas/Fort Worth, TX",
"DSM","Des Moines, IA","PHX","Phoenix, AZ",
"DTO","Denton, TX","MFE","Mission/McAllen/Edinburg, TX",
"DTO","Denton, TX","BRO","Brownsville, TX",
"DTO","Denton, TX","LRD","Laredo, TX",
"DTW","Detroit, MI","CLE","Cleveland, OH",
"DTW","Detroit, MI","ALB","Albany, NY",
"DTW","Detroit, MI","CVG","Cincinnati, OH",
"DTW","Detroit, MI","BUF","Buffalo, NY",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","STL","St. Louis, MO",
"DTW","Detroit, MI","EWR","Newark, NJ",
"DTW","Detroit, MI","TYS","Knoxville, TN",
"DTW","Detroit, MI","OMA","Omaha, NE",
"DTW","Detroit, MI","MDT","Harrisburg, PA",
"DTW","Detroit, MI","ELM","Elmira/Corning, NY",
"DTW","Detroit, MI","BWI","Baltimore, MD",
"DTW","Detroit, MI","GSP","Greer, SC",
"DTW","Detroit, MI","SYR","Syracuse, NY",
"DTW","Detroit, MI","MBS","Saginaw/Bay City/Midland, MI",
"DTW","Detroit, MI","GRB","Green Bay, WI",
"DTW","Detroit, MI","ATW","Appleton, WI",
"DTW","Detroit, MI","MSN","Madison, WI",
"DTW","Detroit, MI","CLT","Charlotte, NC",
"DTW","Detroit, MI","MYR","Myrtle Beach, SC",
"DTW","Detroit, MI","MEM","Memphis, TN",
"DTW","Detroit, MI","IND","Indianapolis, IN",
"DTW","Detroit, MI","RDU","Raleigh/Durham, NC",
"DTW","Detroit, MI","PHL","Philadelphia, PA",
"DTW","Detroit, MI","IAD","Washington, DC",
"DTW","Detroit, MI","DFW","Dallas/Fort Worth, TX",
"DTW","Detroit, MI","BDL","Hartford, CT",
"DTW","Detroit, MI","MCI","Kansas City, MO",
"DTW","Detroit, MI","BTV","Burlington, VT",
"DTW","Detroit, MI","RIC","Richmond, VA",
"DTW","Detroit, MI","ROC","Rochester, NY",
"DTW","Detroit, MI","DSM","Des Moines, IA",
"DTW","Detroit, MI","GRR","Grand Rapids, MI",
"DTW","Detroit, MI","PWM","Portland, ME",
"DTW","Detroit, MI","DAY","Dayton, OH",
"DTW","Detroit, MI","AZO","Kalamazoo, MI",
"DTW","Detroit, MI","MBS","Saginaw/Bay City/Midland, MI",
"DTW","Detroit, MI","CWA","Mosinee, WI",
"DTW","Detroit, MI","GRB","Green Bay, WI",
"DTW","Detroit, MI","MSN","Madison, WI",
"DTW","Detroit, MI","LAN","Lansing, MI",
"DTW","Detroit, MI","LEX","Lexington, KY",
"DTW","Detroit, MI","EVV","Evansville, IN",
"DTW","Detroit, MI","BTV","Burlington, VT",
"DTW","Detroit, MI","CLE","Cleveland, OH",
"DTW","Detroit, MI","CVG","Cincinnati, OH",
"DTW","Detroit, MI","EWR","Newark, NJ",
"DTW","Detroit, MI","MDT","Harrisburg, PA",
"DTW","Detroit, MI","ELM","Elmira/Corning, NY",
"DTW","Detroit, MI","SYR","Syracuse, NY",
"DTW","Detroit, MI","GRB","Green Bay, WI",
"DTW","Detroit, MI","ATW","Appleton, WI",
"DTW","Detroit, MI","MSN","Madison, WI",
"DTW","Detroit, MI","MYR","Myrtle Beach, SC",
"DTW","Detroit, MI","IAD","Washington, DC",
"DTW","Detroit, MI","MCI","Kansas City, MO",
"DTW","Detroit, MI","BTV","Burlington, VT",
"DTW","Detroit, MI","DSM","Des Moines, IA",
"DTW","Detroit, MI","GRR","Grand Rapids, MI",
"DTW","Detroit, MI","PWM","Portland, ME",
"DTW","Detroit, MI","YIP","Detroit, MI",
"DTW","Detroit, MI","QMA","Kennesaw, GA",
"DTW","Detroit, MI","MQY","Smyrna, TN",
"DTW","Detroit, MI","CVG","Cincinnati, OH",
"DTW","Detroit, MI","SEA","Seattle, WA",
"DTW","Detroit, MI","PDX","Portland, OR",
"DTW","Detroit, MI","RDU","Raleigh/Durham, NC",
"DTW","Detroit, MI","BNA","Nashville, TN",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","AUS","Austin, TX",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","TPA","Tampa, FL",
"DTW","Detroit, MI","LAS","Las Vegas, NV",
"DTW","Detroit, MI","SEA","Seattle, WA",
"DTW","Detroit, MI","CLT","Charlotte, NC",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","FLL","Fort Lauderdale, FL",
"DTW","Detroit, MI","MCO","Orlando, FL",
"DTW","Detroit, MI","MIA","Miami, FL",
"DTW","Detroit, MI","SLC","Salt Lake City, UT",
"DTW","Detroit, MI","BWI","Baltimore, MD",
"DTW","Detroit, MI","MSP","Minneapolis, MN",
"DTW","Detroit, MI","CLT","Charlotte, NC",
"DTW","Detroit, MI","MSY","New Orleans, LA",
"DTW","Detroit, MI","BNA","Nashville, TN",
"DTW","Detroit, MI","LGA","New York, NY",
"DTW","Detroit, MI","PHX","Phoenix, AZ",
"DTW","Detroit, MI","DCA","Washington, DC",
"DTW","Detroit, MI","JFK","New York, NY",
"DTW","Detroit, MI","RSW","Fort Myers, FL",
"DTW","Detroit, MI","GRR","Grand Rapids, MI",
"DTW","Detroit, MI","ALB","Albany, NY",
"DTW","Detroit, MI","TPA","Tampa, FL",
"DTW","Detroit, MI","SLC","Salt Lake City, UT",
"DTW","Detroit, MI","SAN","San Diego, CA",
"DTW","Detroit, MI","MSP","Minneapolis, MN",
"DTW","Detroit, MI","LGA","New York, NY",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","LAX","Los Angeles, CA",
"DTW","Detroit, MI","BOS","Boston, MA",
"DTW","Detroit, MI","PHX","Phoenix, AZ",
"DTW","Detroit, MI","DCA","Washington, DC",
"DTW","Detroit, MI","RSW","Fort Myers, FL",
"DTW","Detroit, MI","MCO","Orlando, FL",
"DTW","Detroit, MI","GRR","Grand Rapids, MI",
"DTW","Detroit, MI","MSP","Minneapolis, MN",
"DTW","Detroit, MI","MSY","New Orleans, LA",
"DTW","Detroit, MI","LGA","New York, NY",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","JFK","New York, NY",
"DTW","Detroit, MI","IAH","Houston, TX",
"DTW","Detroit, MI","DFW","Dallas/Fort Worth, TX",
"DTW","Detroit, MI","CVG","Cincinnati, OH",
"DTW","Detroit, MI","DEN","Denver, CO",
"DTW","Detroit, MI","SLC","Salt Lake City, UT",
"DTW","Detroit, MI","LAS","Las Vegas, NV",
"DTW","Detroit, MI","SEA","Seattle, WA",
"DTW","Detroit, MI","PDX","Portland, OR",
"DTW","Detroit, MI","PSC","Pasco/Kennewick/Richland, WA",
"DTW","Detroit, MI","RDU","Raleigh/Durham, NC",
"DTW","Detroit, MI","BNA","Nashville, TN",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","LAX","Los Angeles, CA",
"DTW","Detroit, MI","BOS","Boston, MA",
"DTW","Detroit, MI","SFO","San Francisco, CA",
"DTW","Detroit, MI","MCO","Orlando, FL",
"DTW","Detroit, MI","STL","St. Louis, MO",
"DTW","Detroit, MI","CLT","Charlotte, NC",
"DTW","Detroit, MI","RDU","Raleigh/Durham, NC",
"DTW","Detroit, MI","PHL","Philadelphia, PA",
"DTW","Detroit, MI","BNA","Nashville, TN",
"DTW","Detroit, MI","DCA","Washington, DC",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","LAX","Los Angeles, CA",
"DTW","Detroit, MI","MSP","Minneapolis, MN",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","SEA","Seattle, WA",
"DTW","Detroit, MI","GRB","Green Bay, WI",
"DTW","Detroit, MI","IND","Indianapolis, IN",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","JAX","Jacksonville, FL",
"DTW","Detroit, MI","MSP","Minneapolis, MN",
"DTW","Detroit, MI","NC1","Gastonia, NC",
"DTW","Detroit, MI","IND","Indianapolis, IN",
"DTW","Detroit, MI","CLE","Cleveland, OH",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","EWR","Newark, NJ",
"DTW","Detroit, MI","BOS","Boston, MA",
"DTW","Detroit, MI","JFK","New York, NY",
"DTW","Detroit, MI","ILG","Wilmington, DE",
"DTW","Detroit, MI","PHL","Philadelphia, PA",
"DTW","Detroit, MI","SDF","Louisville, KY",
"DTW","Detroit, MI","RFD","Rockford, IL",
"DTW","Detroit, MI","SDF","Louisville, KY",
"DTW","Detroit, MI","SEA","Seattle, WA",
"DTW","Detroit, MI","SEA","Seattle, WA",
"DTW","Detroit, MI","SEA","Seattle, WA",
"DTW","Detroit, MI","IAH","Houston, TX",
"DTW","Detroit, MI","IAH","Houston, TX",
"DTW","Detroit, MI","DEN","Denver, CO",
"DTW","Detroit, MI","DEN","Denver, CO",
"DTW","Detroit, MI","MBS","Saginaw/Bay City/Midland, MI",
"DTW","Detroit, MI","BWI","Baltimore, MD",
"DTW","Detroit, MI","BHM","Birmingham, AL",
"DTW","Detroit, MI","BNA","Nashville, TN",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","MCO","Orlando, FL",
"DTW","Detroit, MI","DEN","Denver, CO",
"DTW","Detroit, MI","LAS","Las Vegas, NV",
"DTW","Detroit, MI","TYS","Knoxville, TN",
"DTW","Detroit, MI","CLT","Charlotte, NC",
"DTW","Detroit, MI","PHL","Philadelphia, PA",
"DTW","Detroit, MI","CLT","Charlotte, NC",
"DTW","Detroit, MI","PHL","Philadelphia, PA",
"DTW","Detroit, MI","CVG","Cincinnati, OH",
"DTW","Detroit, MI","IAH","Houston, TX",
"DTW","Detroit, MI","MSY","New Orleans, LA",
"DTW","Detroit, MI","CVG","Cincinnati, OH",
"DTW","Detroit, MI","DEN","Denver, CO",
"DTW","Detroit, MI","BWI","Baltimore, MD",
"DTW","Detroit, MI","MDW","Chicago, IL",
"DTW","Detroit, MI","GPT","Gulfport/Biloxi, MS",
"DTW","Detroit, MI","IFP","Bullhead City, AZ",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","CMH","Columbus, OH",
"DTW","Detroit, MI","EWR","Newark, NJ",
"DTW","Detroit, MI","IND","Indianapolis, IN",
"DTW","Detroit, MI","PHL","Philadelphia, PA",
"DTW","Detroit, MI","PIT","Pittsburgh, PA",
"DTW","Detroit, MI","SDF","Louisville, KY",
"DTW","Detroit, MI","DCA","Washington, DC",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","CMH","Columbus, OH",
"DTW","Detroit, MI","PIT","Pittsburgh, PA",
"DTW","Detroit, MI","IAD","Washington, DC",
"DTW","Detroit, MI","TPA","Tampa, FL",
"DTW","Detroit, MI","LAS","Las Vegas, NV",
"DTW","Detroit, MI","MSY","New Orleans, LA",
"DTW","Detroit, MI","DFW","Dallas/Fort Worth, TX",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","LAX","Los Angeles, CA",
"DTW","Detroit, MI","FLL","Fort Lauderdale, FL",
"DTW","Detroit, MI","MCO","Orlando, FL",
"DTW","Detroit, MI","IAH","Houston, TX",
"DTW","Detroit, MI","TPA","Tampa, FL",
"DTW","Detroit, MI","DEN","Denver, CO",
"DTW","Detroit, MI","LAS","Las Vegas, NV",
"DTW","Detroit, MI","MYR","Myrtle Beach, SC",
"DTW","Detroit, MI","MSY","New Orleans, LA",
"DTW","Detroit, MI","LGA","New York, NY",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","LAX","Los Angeles, CA",
"DTW","Detroit, MI","RSW","Fort Myers, FL",
"DTW","Detroit, MI","MCO","Orlando, FL",
"DTW","Detroit, MI","IAH","Houston, TX",
"DTW","Detroit, MI","TPA","Tampa, FL",
"DTW","Detroit, MI","LAS","Las Vegas, NV",
"DTW","Detroit, MI","MYR","Myrtle Beach, SC",
"DTW","Detroit, MI","DFW","Dallas/Fort Worth, TX",
"DTW","Detroit, MI","LGA","New York, NY",
"DTW","Detroit, MI","ATL","Atlanta, GA",
"DTW","Detroit, MI","LAX","Los Angeles, CA",
"DTW","Detroit, MI","RSW","Fort Myers, FL",
"DTW","Detroit, MI","MCO","Orlando, FL",
"DTW","Detroit, MI","MRC","Columbia, TN",
"DTW","Detroit, MI","YIP","Detroit, MI",
"DTW","Detroit, MI","DFW","Dallas/Fort Worth, TX",
"DTW","Detroit, MI","AUS","Austin, TX",
"DTW","Detroit, MI","CLT","Charlotte, NC",
"DTW","Detroit, MI","DFW","Dallas/Fort Worth, TX",
"DTW","Detroit, MI","CLT","Charlotte, NC",
"DTW","Detroit, MI","DFW","Dallas/Fort Worth, TX",
"DTW","Detroit, MI","PHX","Phoenix, AZ",
"DTW","Detroit, MI","CLT","Charlotte, NC",
"DTW","Detroit, MI","PHX","Phoenix, AZ",
"DTW","Detroit, MI","DEN","Denver, CO",
"DTW","Detroit, MI","LAS","Las Vegas, NV",
"DTW","Detroit, MI","MCO","Orlando, FL",
"DTW","Detroit, MI","MKE","Milwaukee, WI",
"DTW","Detroit, MI","MEM","Memphis, TN",
"DTW","Detroit, MI","IND","Indianapolis, IN",
"DTW","Detroit, MI","LCK","Columbus, OH",
"DTW","Detroit, MI","EWR","Newark, NJ",
"DTW","Detroit, MI","MEM","Memphis, TN",
"DTW","Detroit, MI","MEM","Memphis, TN",
"DTW","Detroit, MI","MEM","Memphis, TN",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","IAH","Houston, TX",
"DTW","Detroit, MI","DEN","Denver, CO",
"DTW","Detroit, MI","CVG","Cincinnati, OH",
"DTW","Detroit, MI","BIS","Bismarck/Mandan, ND",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","BMI","Bloomington/Normal, IL",
"DTW","Detroit, MI","FWA","Fort Wayne, IN",
"DTW","Detroit, MI","SAT","San Antonio, TX",
"DTW","Detroit, MI","IAH","Houston, TX",
"DTW","Detroit, MI","AZO","Kalamazoo, MI",
"DTW","Detroit, MI","LSE","La Crosse, WI",
"DTW","Detroit, MI","MKE","Milwaukee, WI",
"DTW","Detroit, MI","SBN","South Bend, IN",
"DTW","Detroit, MI","ORF","Norfolk, VA",
"DTW","Detroit, MI","IAD","Washington, DC",
"DTW","Detroit, MI","DFW","Dallas/Fort Worth, TX",
"DTW","Detroit, MI","BNA","Nashville, TN",
"DTW","Detroit, MI","TVC","Traverse City, MI",
"DTW","Detroit, MI","OKC","Oklahoma City, OK",
"DTW","Detroit, MI","PLN","Pellston, MI",
"DTW","Detroit, MI","CLE","Cleveland, OH",
"DTW","Detroit, MI","APN","Alpena, MI",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","BMI","Bloomington/Normal, IL",
"DTW","Detroit, MI","CIU","Sault Ste. Marie, MI",
"DTW","Detroit, MI","FWA","Fort Wayne, IN",
"DTW","Detroit, MI","IMT","Iron Mountain/Kingsfd, MI",
"DTW","Detroit, MI","MQT","Marquette, MI",
"DTW","Detroit, MI","ABE","Allentown/Bethlehem/Easton, PA",
"DTW","Detroit, MI","MSP","Minneapolis, MN",
"DTW","Detroit, MI","AZO","Kalamazoo, MI",
"DTW","Detroit, MI","CID","Cedar Rapids/Iowa City, IA",
"DTW","Detroit, MI","LSE","La Crosse, WI",
"DTW","Detroit, MI","MKE","Milwaukee, WI",
"DTW","Detroit, MI","SBN","South Bend, IN",
"DTW","Detroit, MI","SCE","State College, PA",
"DTW","Detroit, MI","ITH","Ithaca/Cortland, NY",
"DTW","Detroit, MI","ROW","Roswell, NM",
"DTW","Detroit, MI","BGM","Binghamton, NY",
"DTW","Detroit, MI","PLN","Pellston, MI",
"DTW","Detroit, MI","ESC","Escanaba, MI",
"DTW","Detroit, MI","ORD","Chicago, IL",
"DTW","Detroit, MI","FWA","Fort Wayne, IN",
"DTW","Detroit, MI","SAT","San Antonio, TX",
"DTW","Detroit, MI","MSP","Minneapolis, MN",
"DTW","Detroit, MI","AZO","Kalamazoo, MI",
"DTW","Detroit, MI","LSE","La Crosse, WI",
"DTW","Detroit, MI","SBN","South Bend, IN",
"DTW","Detroit, MI","PLN","Pellston, MI",
"DTW","Detroit, MI","CVG","Cincinnati, OH",
"DUJ","DuBois, PA","BWI","Baltimore, MD",
"DUJ","DuBois, PA","PIT","Pittsburgh, PA",
"DUT","Unalaska, AK","ANC","Anchorage, AK",
"DUT","Unalaska, AK","SDP","Sandpoint, AK",
"DUT","Unalaska, AK","ILI","Iliamna, AK",
"DUT","Unalaska, AK","STG","St. George Island, AK",
"DUT","Unalaska, AK","AKB","Atka, AK",
"DUT","Unalaska, AK","IKO","Nikolski, AK",
"DUT","Unalaska, AK","AKN","King Salmon, AK",
"DUT","Unalaska, AK","ANC","Anchorage, AK",
"DUT","Unalaska, AK","SDP","Sandpoint, AK",
"DUT","Unalaska, AK","DLG","Dillingham, AK",
"DUT","Unalaska, AK","CDB","Cold Bay, AK",
"DUT","Unalaska, AK","AKB","Atka, AK",
"DUT","Unalaska, AK","ANC","Anchorage, AK",
"DUT","Unalaska, AK","KFP","False Pass, AK",
"DUT","Unalaska, AK","IKO","Nikolski, AK",
"DUT","Unalaska, AK","CDB","Cold Bay, AK",
"DUT","Unalaska, AK","7AK","Akun, AK",
"DUT","Unalaska, AK","AKB","Atka, AK",
"DUT","Unalaska, AK","IKO","Nikolski, AK",
"DUT","Unalaska, AK","SNP","St. Paul, AK",
"DUT","Unalaska, AK","STG","St. George Island, AK",
"DUT","Unalaska, AK","AKN","King Salmon, AK",
"DUT","Unalaska, AK","ANC","Anchorage, AK",
"DUT","Unalaska, AK","ENA","Kenai, AK",
"DUT","Unalaska, AK","CDB","Cold Bay, AK",
"DUT","Unalaska, AK","7AK","Akun, AK",
"DUT","Unalaska, AK","IKO","Nikolski, AK",
"DUT","Unalaska, AK","IKO","Nikolski, AK",
"DUT","Unalaska, AK","STG","St. George Island, AK",
"DUT","Unalaska, AK","ANC","Anchorage, AK",
"DUT","Unalaska, AK","KQA","Akutan, AK",
"DUT","Unalaska, AK","DUT","Unalaska, AK",
"DVL","Devils Lake, ND","JMS","Jamestown, ND",
"DVL","Devils Lake, ND","DEN","Denver, CO",
"DVL","Devils Lake, ND","FAR","Fargo, ND",
"DXR","Danbury, CT","ENL","Centralia, IL",
"EAA","Eagle, AK","FAI","Fairbanks, AK",
"EAA","Eagle, AK","FAI","Fairbanks, AK",
"EAA","Eagle, AK","FAI","Fairbanks, AK",
"EAA","Eagle, AK","FAI","Fairbanks, AK",
"EAR","Kearney, NE","LBF","North Platte, NE",
"EAR","Kearney, NE","OMA","Omaha, NE",
"EAR","Kearney, NE","FSD","Sioux Falls, SD",
"EAR","Kearney, NE","ORD","Chicago, IL",
"EAR","Kearney, NE","DEN","Denver, CO",
"EAT","Wenatchee, WA","SEA","Seattle, WA",
"EAT","Wenatchee, WA","GEG","Spokane, WA",
"EAT","Wenatchee, WA","YKM","Yakima, WA",
"EAT","Wenatchee, WA","GEG","Spokane, WA",
"EAT","Wenatchee, WA","YKM","Yakima, WA",
"EAU","Eau Claire, WI","ORD","Chicago, IL",
"EAU","Eau Claire, WI","IFP","Bullhead City, AZ",
"ECG","Elizabeth City, NC","PHF","Newport News/Williamsburg, VA",
"ECG","Elizabeth City, NC","ECG","Elizabeth City, NC",
"ECG","Elizabeth City, NC","MNZ","Manassas, VA",
"ECP","Panama City, FL","ATL","Atlanta, GA",
"ECP","Panama City, FL","SRQ","Sarasota/Bradenton, FL",
"ECP","Panama City, FL","ATL","Atlanta, GA",
"ECP","Panama City, FL","ATL","Atlanta, GA",
"ECP","Panama City, FL","MQY","Smyrna, TN",
"ECP","Panama City, FL","STL","St. Louis, MO",
"ECP","Panama City, FL","DAL","Dallas, TX",
"ECP","Panama City, FL","HOU","Houston, TX",
"ECP","Panama City, FL","BNA","Nashville, TN",
"ECP","Panama City, FL","CLT","Charlotte, NC",
"ECP","Panama City, FL","DFW","Dallas/Fort Worth, TX",
"ECP","Panama City, FL","CLT","Charlotte, NC",
"ECP","Panama City, FL","DAL","Dallas, TX",
"ECP","Panama City, FL","BNA","Nashville, TN",
"ECP","Panama City, FL","IAH","Houston, TX",
"ECP","Panama City, FL","DFW","Dallas/Fort Worth, TX",
"ECP","Panama City, FL","IAH","Houston, TX",
"EDA","Edna Bay, AK","PPV","Port Protection, AK",
"EDA","Edna Bay, AK","KCC","Coffman Cove, AK",
"EDA","Edna Bay, AK","NKI","Naukiti, AK",
"EDA","Edna Bay, AK","PPV","Port Protection, AK",
"EDA","Edna Bay, AK","WFB","Ketchikan, AK",
"EDA","Edna Bay, AK","WFB","Ketchikan, AK",
"EDF","Anchorage, AK","FYU","Fort Yukon, AK",
